Source,Target,Y2007
162,122,57253.0
162,79,57120.0
164,64,57087.0
56,96,56966.0
33,77,56934.0
81,137,56848.0
7,49,56686.0
143,64,56606.0
79,41,56318.0
14,122,56000.0
57,156,55854.0
57,41,55648.0
62,32,55580.0
81,169,55452.0
4,142,55401.0
71,162,55100.0
96,14,55000.0
138,127,54736.0
33,82,54684.0
79,127,54542.0
56,123,54533.0
127,33,54376.0
56,142,53995.0
14,77,53804.0
114,143,53753.0
56,121,53627.0
128,78,53242.0
127,64,53150.0
148,143,53046.0
147,53,53021.0
128,7,53000.0
128,74,53000.0
20,38,52989.0
28,107,52970.0
59,73,52958.0
44,107,52776.0
142,151,52402.0
128,0,52313.0
148,14,52230.0
62,74,52000.0
48,164,51988.0
33,121,51952.0
125,96,51863.0
123,14,51781.0
21,120,51656.0
114,57,51606.0
143,101,51461.0
77,62,51409.0
73,144,51203.0
164,77,50838.0
74,116,50824.0
110,169,50802.0
81,6,50660.0
79,73,50243.0
127,161,50083.0
62,151,50065.0
62,88,50055.0
62,34,50003.0
57,29,50000.0
21,169,49608.0
59,103,49417.0
7,142,49169.0
21,74,49000.0
57,6,49000.0
142,143,48801.0
29,78,48476.0
23,79,48438.0
79,101,48173.0
151,74,48020.0
21,47,48005.0
74,62,48000.0
20,79,47883.0
33,64,47583.0
74,110,47382.0
14,157,47000.0
21,122,47000.0
74,162,47000.0
71,41,46914.0
128,86,46756.0
142,33,46670.0
107,128,46439.0
128,64,46083.0
81,62,46068.0
110,151,45899.0
56,32,45821.0
56,151,45763.0
74,121,45640.0
127,143,45497.0
6,74,45472.0
33,142,45463.0
29,121,45445.0
147,21,45266.0
7,78,45237.0
151,137,45068.0
79,38,45018.0
79,49,44296.0
62,49,44078.0
164,7,44000.0
107,93,43981.0
73,161,43845.0
37,143,43619.0
62,4,43587.0
41,14,43550.0
29,48,43514.0
127,57,43325.0
41,164,43285.0
81,121,43246.0
107,77,43221.0
164,80,43112.0
162,125,43085.0
57,73,43000.0
128,44,43000.0
7,161,42895.0
33,85,42830.0
74,142,42805.0
143,78,42794.0
44,114,42760.0
29,161,42732.0
41,127,42624.0
28,162,42540.0
29,110,42510.0
43,57,42267.0
120,164,42251.0
79,6,42137.0
77,33,42137.0
143,148,42116.0
41,64,41985.0
142,7,41916.0
138,143,41848.0
125,142,41478.0
7,133,41368.0
151,73,41358.0
56,75,41179.0
7,160,41163.0
56,92,41100.0
162,44,41078.0
107,6,41065.0
96,49,41047.0
57,21,41012.0
57,128,41000.0
21,137,40979.0
77,107,40963.0
114,77,40816.0
21,48,40789.0
93,107,40778.0
151,161,40741.0
162,98,40676.0
125,169,40615.0
56,161,40382.0
148,157,40364.0
14,41,40239.0
71,93,40188.0
41,143,40085.0
125,151,40003.0
164,9,39977.0
21,119,39820.0
21,165,39776.0
56,41,39700.0
6,96,39465.0
110,96,39368.0
128,133,39191.0
125,128,39156.0
7,147,39000.0
7,33,39000.0
114,122,38888.0
147,161,38820.0
88,122,38814.0
29,77,38801.0
127,89,38792.0
128,41,38776.0
93,79,38661.0
53,79,38660.0
142,113,38445.0
92,56,38326.0
151,6,38229.0
148,127,38179.0
164,155,38141.0
57,77,38137.0
14,6,38000.0
21,157,38000.0
14,148,38000.0
79,123,37928.0
77,57,37897.0
107,74,37764.0
79,156,37703.0
63,164,37619.0
63,73,37226.0
107,161,37068.0
7,6,37000.0
14,73,37000.0
114,33,36870.0
122,88,36853.0
62,2,36751.0
62,137,36713.0
79,81,36592.0
107,137,36525.0
147,96,36404.0
125,162,36203.0
151,133,36162.0
147,91,36004.0
125,137,35975.0
63,113,35904.0
164,161,35794.0
142,164,35790.0
29,65,35723.0
92,162,35581.0
79,125,35524.0
133,85,35513.0
13,88,35499.0
37,73,35497.0
123,122,35475.0
28,143,35401.0
137,6,35316.0
118,73,35258.0
21,49,35221.0
71,38,35200.0
28,62,35098.0
79,29,35092.0
33,122,35000.0
164,128,35000.0
33,113,34838.0
53,122,34646.0
88,81,34348.0
107,151,34255.0
53,128,34226.0
143,147,34169.0
160,92,34108.0
147,29,34000.0
127,7,33989.0
62,121,33887.0
13,92,33845.0
92,107,33791.0
161,73,33784.0
63,62,33681.0
53,57,33366.0
32,48,33344.0
118,81,33285.0
137,33,33278.0
162,6,33154.0
96,62,33000.0
20,139,32898.0
74,64,32838.0
7,21,32803.0
62,113,32565.0
6,164,32476.0
33,2,32465.0
33,124,32423.0
21,19,32166.0
33,21,32032.0
38,49,32019.0
34,120,32009.0
114,81,31888.0
53,107,31833.0
41,107,31809.0
164,89,31753.0
157,23,31688.0
33,110,31662.0
121,81,31643.0
125,133,31515.0
7,23,31413.0
164,41,31384.0
93,122,31351.0
56,29,31000.0
147,125,31000.0
164,116,30855.0
20,7,30846.0
114,148,30826.0
162,49,30759.0
165,114,30715.0
96,144,30714.0
33,116,30572.0
142,79,30495.0
6,151,30480.0
139,20,30283.0
64,1,30260.0
107,81,30194.0
33,160,30082.0
41,147,30067.0
56,89,30036.0
56,74,30000.0
138,139,29965.0
23,127,29869.0
147,40,29735.0
77,114,29643.0
56,4,29439.0
38,7,29420.0
41,128,29360.0
122,148,29248.0
143,21,29248.0
160,127,29194.0
147,88,29164.0
125,29,29131.0
53,114,29114.0
144,73,29085.0
29,148,29000.0
79,2,28984.0
62,149,28971.0
137,125,28919.0
33,23,28805.0
79,142,28720.0
122,114,28695.0
107,21,28630.0
147,116,28630.0
96,82,28615.0
38,20,28551.0
81,162,28421.0
157,61,28373.0
63,79,28254.0
143,4,28175.0
56,149,28069.0
7,44,28000.0
57,147,28000.0
96,101,28000.0
74,143,28000.0
32,29,28000.0
164,148,28000.0
21,148,28000.0
62,110,27796.0
6,121,27724.0
6,142,27719.0
138,64,27681.0
147,92,27643.0
122,56,27638.0
6,73,27599.0
57,142,27562.0
143,49,27531.0
147,121,27344.0
107,64,27338.0
103,79,27277.0
64,79,27240.0
107,160,27171.0
79,103,27141.0
157,78,27078.0
13,62,27009.0
128,143,27000.0
164,44,27000.0
96,75,26974.0
79,161,26936.0
142,84,26913.0
4,57,26903.0
62,116,26882.0
139,143,26863.0
43,14,26727.0
56,88,26635.0
143,77,26561.0
79,93,26528.0
92,128,26520.0
160,126,26518.0
123,78,26492.0
32,151,26434.0
138,164,26393.0
165,164,26330.0
138,128,26232.0
21,133,26171.0
162,96,26149.0
21,142,26141.0
57,71,26110.0
56,138,26110.0
151,121,26105.0
14,44,26000.0
57,56,26000.0
147,101,26000.0
107,114,25898.0
138,147,25868.0
143,56,25842.0
33,34,25793.0
41,6,25666.0
49,133,25649.0
29,116,25627.0
56,82,25512.0
92,14,25345.0
21,155,25326.0
165,4,25142.0
29,155,25092.0
62,156,25061.0
148,33,25001.0
14,74,25000.0
96,57,25000.0
32,148,25000.0
71,139,24946.0
21,71,24885.0
123,64,24844.0
62,168,24681.0
143,161,24678.0
37,134,24675.0
140,125,24589.0
123,103,24569.0
14,64,24484.0
128,161,24429.0
162,114,24367.0
128,127,24357.0
43,123,24319.0
7,123,24185.0
122,33,24164.0
148,77,24157.0
14,128,24000.0
14,114,24000.0
148,78,23968.0
33,127,23817.0
139,127,23813.0
125,110,23730.0
151,116,23601.0
93,128,23504.0
93,143,23433.0
79,138,23404.0
142,104,23377.0
137,81,23374.0
87,33,23364.0
14,123,23361.0
164,113,23289.0
79,23,23255.0
92,53,23207.0
139,133,23196.0
59,157,23142.0
101,36,23047.0
164,110,23037.0
32,157,23000.0
7,73,23000.0
162,123,22973.0
110,133,22943.0
164,75,22943.0
4,33,22932.0
35,79,22903.0
147,138,22852.0
29,120,22811.0
164,103,22804.0
33,32,22700.0
107,56,22679.0
157,64,22621.0
107,123,22612.0
62,53,22589.0
160,83,22522.0
122,157,22503.0
96,85,22480.0
62,40,22468.0
122,83,22443.0
21,80,22437.0
41,148,22382.0
143,156,22354.0
62,169,22344.0
143,7,22343.0
88,77,22295.0
7,96,22278.0
139,49,22248.0
79,147,22227.0
139,122,22221.0
62,120,22212.0
160,7,22206.0
33,83,22106.0
77,14,21990.0
139,71,21972.0
139,57,21911.0
143,133,21906.0
20,62,21876.0
62,172,21856.0
56,137,21787.0
128,89,21777.0
157,79,21751.0
122,78,21690.0
77,147,21645.0
56,34,21577.0
73,162,21521.0
43,107,21429.0
164,82,21371.0
160,107,21355.0
53,92,21350.0
162,81,21332.0
74,21,21259.0
81,107,21254.0
162,101,21188.0
127,23,21171.0
73,113,21147.0
125,74,21120.0
38,62,21104.0
29,149,21050.0
21,44,21000.0
29,128,21000.0
6,81,20978.0
121,33,20969.0
63,14,20949.0
79,89,20922.0
162,148,20920.0
162,83,20815.0
65,50,20809.0
21,103,20768.0
138,160,20732.0
79,133,20730.0
96,116,20727.0
4,165,20705.0
59,62,20618.0
127,82,20598.0
37,162,20514.0
57,127,20491.0
38,71,20443.0
87,151,20421.0
160,138,20263.0
44,14,20241.0
41,160,20225.0
73,164,20206.0
122,113,20196.0
44,143,20177.0
122,23,20173.0
29,64,20159.0
29,32,20104.0
103,107,20092.0
49,162,20074.0
53,88,20046.0
151,164,20028.0
125,116,20023.0
142,110,20016.0
56,120,20001.0
56,169,20000.0
96,79,20000.0
57,125,20000.0
21,147,20000.0
29,147,20000.0
162,160,19967.0
143,34,19964.0
37,164,19863.0
121,169,19848.0
103,157,19835.0
138,162,19831.0
62,89,19804.0
79,91,19803.0
28,157,19750.0
14,71,19749.0
147,127,19729.0
57,49,19717.0
147,113,19692.0
157,8,19582.0
56,72,19564.0
162,157,19538.0
162,161,19519.0
107,138,19519.0
6,169,19485.0
28,123,19466.0
6,79,19445.0
56,83,19439.0
21,75,19390.0
168,34,19292.0
33,144,19242.0
107,125,19230.0
148,41,19168.0
105,62,19122.0
110,161,19102.0
7,77,19051.0
43,79,19037.0
127,71,19009.0
142,125,19008.0
74,101,19000.0
57,81,19000.0
142,172,18986.0
88,14,18953.0
6,116,18950.0
162,71,18943.0
92,57,18894.0
79,40,18855.0
127,78,18854.0
162,142,18835.0
121,164,18825.0
125,121,18774.0
64,40,18740.0
128,23,18632.0
41,23,18563.0
139,91,18538.0
138,23,18529.0
85,133,18520.0
33,89,18458.0
125,157,18441.0
143,73,18400.0
32,65,18343.0
7,92,18334.0
137,73,18305.0
147,82,18255.0
88,44,18181.0
118,125,18168.0
138,107,18070.0
142,163,18043.0
162,137,18019.0
139,157,18005.0
21,7,18000.0
96,10,17948.0
7,34,17927.0
63,57,17924.0
88,143,17844.0
137,121,17816.0
79,20,17808.0
7,75,17744.0
138,14,17740.0
128,138,17683.0
79,75,17654.0
107,116,17642.0
139,162,17637.0
79,74,17630.0
79,21,17623.0
35,57,17619.0
128,126,17600.0
57,133,17582.0
148,71,17501.0
164,12,17453.0
133,149,17441.0
29,50,17432.0
92,44,17383.0
14,161,17326.0
96,2,17322.0
21,113,17312.0
164,160,17281.0
14,2,17269.0
107,71,17241.0
139,64,17240.0
29,82,17235.0
57,78,17208.0
62,20,17193.0
62,13,17153.0
157,40,17101.0
74,139,17082.0
48,34,17079.0
142,57,17068.0
88,114,17025.0
164,56,17000.0
33,147,17000.0
128,29,17000.0
81,29,16992.0
21,77,16987.0
143,142,16958.0
162,84,16931.0
143,75,16914.0
121,107,16907.0
113,73,16837.0
81,110,16816.0
41,38,16814.0
6,137,16661.0
133,161,16648.0
128,156,16640.0
142,171,16600.0
147,72,16592.0
79,4,16549.0
64,23,16517.0
29,123,16488.0
165,56,16485.0
162,7,16480.0
79,32,16446.0
137,11,16360.0
21,39,16354.0
157,127,16325.0
21,161,16313.0
139,41,16297.0
123,33,16238.0
21,65,16215.0
32,139,16136.0
88,57,16103.0
147,149,16083.0
128,151,16082.0
37,57,16044.0
125,79,16041.0
4,79,16035.0
79,1,16004.0
74,107,16000.0
32,44,16000.0
57,74,16000.0
29,2,15983.0
74,115,15907.0
105,79,15875.0
6,162,15871.0
127,156,15871.0
138,44,15856.0
73,157,15819.0
42,33,15772.0
142,6,15755.0
7,20,15749.0
88,125,15742.0
14,160,15736.0
148,44,15659.0
7,121,15657.0
114,21,15598.0
33,84,15535.0
19,164,15532.0
33,88,15512.0
96,100,15445.0
160,143,15407.0
172,142,15372.0
127,122,15332.0
74,54,15240.0
169,164,15229.0
29,39,15202.0
7,156,15169.0
79,149,15119.0
143,32,15114.0
148,122,15094.0
7,32,15062.0
101,50,15062.0
107,142,15033.0
147,38,15014.0
33,44,15000.0
88,79,14910.0
41,81,14907.0
93,41,14894.0
37,62,14891.0
81,73,14879.0
62,103,14874.0
123,147,14735.0
125,85,14707.0
13,160,14652.0
62,145,14636.0
157,5,14607.0
128,169,14567.0
59,123,14545.0
14,103,14544.0
36,73,14531.0
51,143,14511.0
107,103,14511.0
143,39,14509.0
162,78,14492.0
71,23,14471.0
107,78,14450.0
143,127,14449.0
33,10,14421.0
103,156,14417.0
64,107,14402.0
33,11,14393.0
157,76,14372.0
81,57,14345.0
139,148,14330.0
37,77,14317.0
33,145,14311.0
53,7,14309.0
13,14,14273.0
142,133,14258.0
14,96,14203.0
33,120,14171.0
79,56,14158.0
162,151,14034.0
105,96,14031.0
33,168,14029.0
7,114,14000.0
33,56,14000.0
14,29,14000.0
164,114,14000.0
14,81,14000.0
160,41,13974.0
92,114,13947.0
63,162,13945.0
28,14,13876.0
71,107,13875.0
51,57,13842.0
151,75,13827.0
148,23,13794.0
107,49,13771.0
96,149,13742.0
139,23,13709.0
128,139,13701.0
165,123,13689.0
29,85,13674.0
73,84,13671.0
79,160,13642.0
89,162,13623.0
147,75,13616.0
44,56,13566.0
53,72,13565.0
151,49,13539.0
62,83,13539.0
48,44,13481.0
160,14,13467.0
88,72,13458.0
14,49,13436.0
78,14,13436.0
151,81,13429.0
122,53,13406.0
13,8,13402.0
6,133,13387.0
57,138,13345.0
21,78,13338.0
169,96,13308.0
44,122,13305.0
14,21,13280.0
81,79,13280.0
123,3,13236.0
133,103,13233.0
14,92,13223.0
143,168,13202.0
107,34,13195.0
92,13,13195.0
114,56,13190.0
127,160,13155.0
29,96,13110.0
41,20,13092.0
169,125,13019.0
164,156,13016.0
57,101,13000.0
128,114,13000.0
29,11,12979.0
160,13,12966.0
37,64,12952.0
151,57,12928.0
93,77,12906.0
21,70,12898.0
53,143,12884.0
143,114,12871.0
164,11,12838.0
29,108,12830.0
57,139,12828.0
4,120,12818.0
121,73,12801.0
14,78,12792.0
84,159,12792.0
71,160,12749.0
114,73,12736.0
71,148,12731.0
14,127,12730.0
6,62,12698.0
107,29,12697.0
105,81,12697.0
147,83,12644.0
78,157,12630.0
151,27,12605.0
40,64,12598.0
29,72,12598.0
33,166,12594.0
7,113,12583.0
122,38,12579.0
57,151,12570.0
123,156,12555.0
29,84,12529.0
48,101,12477.0
162,138,12459.0
4,143,12439.0
127,103,12434.0
14,142,12388.0
33,41,12350.0
165,101,12344.0
125,77,12259.0
33,54,12243.0
147,139,12235.0
33,123,12227.0
147,85,12218.0
79,77,12209.0
41,44,12195.0
143,89,12188.0
53,33,12186.0
62,72,12178.0
147,84,12128.0
107,101,12125.0
114,7,12092.0
128,158,12073.0
165,21,12067.0
21,64,12020.0
29,114,12000.0
57,114,12000.0
7,56,12000.0
143,29,11948.0
71,147,11939.0
162,144,11899.0
121,137,11840.0
137,164,11781.0
29,169,11768.0
32,115,11686.0
164,111,11685.0
151,157,11679.0
38,143,11665.0
29,75,11662.0
77,74,11646.0
59,64,11639.0
7,120,11593.0
13,107,11581.0
147,145,11581.0
6,143,11543.0
139,107,11530.0
64,157,11514.0
62,82,11493.0
4,119,11483.0
110,116,11471.0
29,89,11439.0
133,73,11433.0
107,96,11420.0
165,169,11398.0
128,42,11366.0
13,53,11347.0
122,164,11344.0
4,19,11342.0
151,82,11335.0
119,4,11317.0
74,10,11297.0
105,125,11294.0
29,47,11290.0
44,79,11280.0
49,84,11260.0
28,134,11250.0
110,55,11240.0
56,110,11228.0
56,40,11227.0
161,133,11197.0
59,143,11186.0
119,21,11185.0
127,40,11175.0
33,4,11158.0
143,139,11101.0
114,41,11089.0
137,110,11083.0
139,138,11042.0
133,82,11041.0
93,44,11040.0
128,148,11000.0
32,147,11000.0
138,40,10867.0
93,164,10849.0
7,93,10835.0
114,151,10833.0
143,160,10796.0
57,161,10768.0
143,41,10756.0
147,37,10752.0
148,64,10747.0
65,164,10728.0
7,53,10714.0
164,2,10675.0
148,74,10668.0
73,11,10661.0
21,36,10623.0
151,11,10593.0
7,137,10564.0
165,32,10561.0
74,100,10524.0
30,103,10520.0
7,89,10504.0
33,100,10449.0
13,147,10439.0
138,157,10401.0
49,103,10400.0
56,127,10389.0
113,107,10379.0
88,83,10339.0
122,139,10334.0
41,92,10314.0
81,101,10312.0
162,116,10303.0
14,113,10300.0
107,2,10281.0
37,14,10208.0
79,44,10185.0
143,81,10150.0
107,121,10147.0
110,58,10107.0
110,85,10103.0
128,96,10080.0
96,124,10052.0
13,166,10052.0
114,72,10050.0
57,96,10040.0
120,33,10040.0
107,156,10038.0
162,121,10035.0
161,162,10033.0
29,56,10000.0
14,101,10000.0
137,14,9998.0
122,126,9984.0
14,88,9972.0
40,127,9956.0
148,142,9942.0
