Source,Target,Y2010
164,65,183044.0
74,73,183000.0
122,41,181520.0
125,75,181160.0
151,169,181128.0
138,71,181117.0
139,79,180107.0
33,79,179000.0
164,47,178026.0
33,75,177349.0
62,6,177000.0
38,79,176995.0
74,137,176967.0
164,49,176957.0
62,133,176000.0
147,103,174602.0
32,120,173730.0
7,162,171000.0
56,133,169000.0
122,79,168561.0
138,7,168119.0
125,73,167694.0
79,157,167000.0
62,138,166233.0
162,107,166138.0
157,75,165776.0
128,83,165232.0
96,73,164004.0
33,62,164000.0
93,57,163364.0
128,73,163000.0
164,133,163000.0
164,121,161692.0
127,81,161477.0
33,14,161000.0
7,71,159422.0
81,6,158733.0
62,160,158372.0
143,122,158000.0
93,62,157257.0
14,143,157000.0
110,73,156260.0
105,73,155639.0
147,128,155000.0
128,125,155000.0
62,101,155000.0
107,148,154579.0
44,62,154189.0
125,6,153503.0
74,6,152000.0
162,73,151416.0
56,44,150195.0
7,107,149000.0
33,137,148212.0
29,133,148000.0
104,33,147209.0
7,81,147000.0
147,148,146695.0
32,34,146103.0
14,79,146000.0
57,122,146000.0
57,164,146000.0
147,164,145000.0
41,122,144351.0
164,96,143814.0
56,2,141308.0
56,160,140998.0
56,78,140969.0
114,14,138844.0
125,11,138689.0
128,162,138000.0
138,122,137788.0
123,79,137254.0
107,79,137169.0
96,137,136706.0
6,110,135275.0
128,79,135000.0
21,81,135000.0
164,78,134915.0
29,57,132000.0
7,14,131000.0
147,71,130692.0
137,96,130646.0
29,101,129000.0
125,81,128301.0
88,62,128118.0
33,49,128055.0
147,73,128000.0
29,157,128000.0
110,164,127956.0
62,29,127000.0
44,147,125131.0
138,79,125106.0
128,122,125000.0
79,64,124417.0
62,142,124217.0
71,7,122480.0
33,157,122000.0
128,57,122000.0
160,157,120999.0
33,121,120746.0
162,164,119778.0
33,78,119492.0
23,157,119393.0
74,151,119000.0
81,96,117132.0
32,57,117000.0
96,161,116943.0
122,147,116727.0
21,143,116000.0
62,161,114823.0
62,64,114816.0
4,32,113681.0
107,122,113672.0
147,151,113000.0
53,56,112927.0
71,62,112573.0
57,123,112278.0
57,2,112062.0
62,56,112000.0
62,139,111824.0
62,123,110938.0
29,6,110000.0
110,74,109712.0
79,122,109000.0
53,147,108910.0
32,81,108000.0
164,70,107832.0
28,33,106714.0
114,164,106664.0
81,169,106332.0
32,168,106303.0
164,120,106135.0
33,74,106000.0
122,162,105912.0
128,164,105000.0
164,4,104938.0
62,78,104843.0
127,157,104832.0
32,4,103953.0
56,114,103884.0
6,164,103391.0
21,32,102901.0
169,33,102306.0
162,128,102188.0
148,7,101843.0
88,53,101450.0
33,21,100690.0
142,33,100557.0
21,7,100000.0
57,93,99689.0
122,7,99144.0
62,49,99113.0
56,21,98093.0
7,143,98000.0
96,164,97840.0
164,168,97741.0
162,147,97651.0
96,6,97431.0
87,33,97313.0
96,162,97283.0
127,79,96783.0
161,115,96006.0
147,64,95429.0
128,53,95401.0
162,14,94693.0
57,103,94685.0
164,122,94000.0
29,49,93919.0
33,82,93313.0
56,71,93226.0
56,7,93000.0
29,62,93000.0
29,14,93000.0
122,107,92689.0
38,49,92231.0
143,2,92172.0
33,107,92000.0
14,164,92000.0
79,139,91757.0
56,64,91375.0
142,162,90824.0
96,121,90539.0
21,168,90484.0
142,151,90482.0
81,107,90177.0
114,107,90013.0
7,128,90000.0
13,122,89631.0
96,107,89517.0
79,148,89250.0
56,6,89000.0
128,148,88420.0
59,57,88311.0
96,74,88019.0
62,32,88003.0
147,6,88000.0
21,122,88000.0
7,38,87883.0
122,92,87725.0
128,14,87000.0
143,164,87000.0
164,50,86921.0
107,164,86479.0
139,7,86160.0
62,81,86000.0
127,133,85451.0
79,156,85058.0
79,14,85000.0
32,62,85000.0
147,78,84417.0
51,33,84227.0
62,75,84073.0
147,41,84000.0
127,33,83979.0
143,103,83924.0
34,48,83612.0
62,93,83350.0
71,127,83312.0
79,71,83294.0
14,93,83247.0
147,74,83000.0
7,138,82831.0
164,142,82704.0
128,150,81772.0
62,114,81461.0
33,57,81000.0
128,149,80870.0
6,96,80695.0
160,122,80655.0
74,21,80286.0
71,79,80005.0
74,14,80000.0
162,143,79814.0
133,49,79417.0
29,168,79147.0
148,162,79091.0
32,143,79000.0
33,101,79000.0
53,62,78741.0
107,7,78739.0
125,169,77966.0
151,161,77840.0
122,138,77641.0
122,143,77615.0
71,122,77547.0
88,56,76976.0
73,144,76517.0
137,6,76276.0
123,107,76163.0
128,107,76000.0
7,29,76000.0
57,7,76000.0
147,77,75199.0
62,96,74755.0
164,161,74500.0
14,157,74000.0
57,157,74000.0
74,62,74000.0
41,139,73893.0
81,121,73658.0
122,14,73360.0
125,96,73218.0
93,14,72600.0
79,107,72000.0
23,64,71844.0
6,113,71414.0
13,128,71046.0
74,157,71000.0
143,157,71000.0
41,71,70828.0
139,62,70723.0
96,169,70616.0
7,127,70538.0
7,101,70000.0
7,157,70000.0
107,143,69897.0
88,107,69779.0
147,142,69628.0
147,137,69537.0
148,164,69391.0
62,74,69000.0
56,103,68320.0
107,81,68320.0
14,7,68000.0
7,133,68000.0
122,44,67984.0
7,21,67906.0
74,75,67717.0
21,119,67711.0
122,127,67577.0
32,162,67000.0
7,164,67000.0
14,73,67000.0
151,75,66941.0
110,96,66605.0
92,62,66544.0
56,53,66455.0
29,78,66385.0
62,34,66320.0
160,62,66128.0
81,74,66082.0
114,44,65937.0
21,34,65930.0
110,121,65533.0
28,79,65428.0
21,120,65342.0
62,23,65057.0
79,164,65000.0
32,74,65000.0
107,157,64892.0
62,77,64668.0
105,151,64528.0
107,128,64338.0
107,73,64275.0
114,79,64239.0
33,142,64072.0
57,156,64033.0
14,122,64000.0
21,29,64000.0
29,143,64000.0
139,2,63894.0
62,38,63743.0
127,71,63692.0
128,88,63408.0
151,74,63256.0
110,169,63103.0
62,125,63000.0
33,143,63000.0
122,71,62049.0
79,73,62000.0
74,79,62000.0
107,41,61907.0
21,71,61748.0
127,62,61641.0
164,137,61312.0
7,64,61213.0
14,128,61000.0
56,73,61000.0
74,49,60999.0
79,78,60993.0
74,121,60973.0
114,122,60785.0
162,122,60259.0
2,113,60196.0
147,156,60063.0
29,107,60000.0
162,79,59240.0
53,162,59195.0
29,128,59000.0
128,147,59000.0
142,62,58966.0
32,21,58744.0
148,107,58638.0
164,117,58448.0
107,44,58370.0
96,75,58051.0
48,164,58010.0
143,14,58000.0
128,0,57997.0
74,116,57949.0
38,139,57526.0
33,113,57294.0
57,41,57000.0
71,138,56467.0
125,151,56361.0
79,127,56343.0
53,57,56337.0
29,34,56271.0
21,148,56259.0
28,14,56247.0
142,14,56155.0
88,128,56049.0
162,74,56034.0
122,56,56018.0
128,151,56000.0
57,125,56000.0
164,147,56000.0
56,156,55953.0
127,149,55950.0
56,121,55892.0
78,157,55880.0
164,113,55853.0
147,123,55781.0
110,151,55723.0
123,157,55625.0
71,57,55587.0
62,92,55135.0
164,41,55000.0
56,125,55000.0
142,73,54691.0
81,137,54625.0
88,92,54484.0
74,29,54000.0
66,33,53936.0
138,57,53907.0
33,116,53891.0
164,123,53447.0
123,103,53317.0
122,13,53251.0
41,162,53243.0
74,142,53026.0
32,6,53000.0
79,133,53000.0
29,161,52922.0
63,73,52132.0
73,113,52089.0
41,57,52016.0
57,73,52000.0
143,73,52000.0
32,133,52000.0
14,147,52000.0
92,122,51927.0
56,148,51861.0
56,96,51826.0
88,49,51768.0
56,123,51643.0
21,137,51602.0
81,62,51271.0
28,57,51047.0
128,7,51000.0
114,33,50977.0
127,7,50803.0
127,161,50711.0
21,169,50684.0
103,157,50675.0
34,120,50607.0
6,74,50605.0
62,4,50234.0
93,162,50187.0
73,161,50152.0
139,38,50044.0
57,128,50000.0
77,33,49825.0
147,116,49780.0
143,148,49723.0
79,123,49698.0
79,49,49698.0
57,44,49514.0
62,113,49162.0
160,71,49157.0
125,74,49058.0
29,121,49056.0
20,79,49021.0
147,138,48948.0
96,82,48928.0
87,151,48675.0
28,107,48554.0
4,33,48514.0
14,96,48480.0
74,57,48000.0
7,49,47777.0
94,33,47566.0
57,21,47473.0
107,74,47219.0
148,14,47217.0
142,113,47205.0
96,133,47123.0
33,160,47063.0
128,74,47000.0
56,151,47000.0
142,125,46810.0
151,133,46515.0
114,81,46371.0
62,137,46308.0
92,147,46283.0
93,107,46150.0
164,80,46022.0
138,127,46004.0
164,128,46000.0
151,6,45815.0
33,110,45680.0
142,172,45641.0
82,133,45602.0
32,48,45495.0
92,160,45471.0
147,92,45416.0
56,142,45370.0
128,86,45256.0
127,89,45223.0
88,57,45199.0
88,122,45010.0
57,29,45000.0
57,74,45000.0
21,101,45000.0
44,107,44879.0
122,157,44340.0
164,64,44015.0
143,7,44000.0
21,74,44000.0
79,41,44000.0
7,6,44000.0
147,125,44000.0
62,151,44000.0
123,148,43972.0
147,53,43903.0
44,57,43722.0
160,79,43700.0
125,142,43699.0
143,64,43435.0
147,161,43323.0
164,69,43307.0
29,110,43281.0
164,116,43175.0
21,157,43000.0
57,147,43000.0
59,79,42784.0
21,49,42754.0
41,107,42742.0
21,47,42641.0
128,96,42531.0
125,137,42527.0
121,81,42453.0
107,147,42220.0
33,149,42168.0
157,76,42161.0
164,89,42016.0
74,144,41959.0
74,110,41846.0
162,49,41778.0
7,2,41527.0
33,89,41419.0
96,49,41368.0
56,161,41356.0
32,29,41000.0
14,148,40995.0
6,125,40810.0
77,62,40799.0
118,73,40793.0
147,21,40620.0
79,2,40382.0
138,139,40307.0
123,162,40225.0
96,142,40123.0
143,101,40000.0
7,33,40000.0
37,79,39962.0
53,122,39886.0
142,84,39863.0
8,75,39857.0
56,32,39597.0
151,73,39455.0
125,121,39409.0
92,88,39215.0
123,2,39208.0
160,127,39188.0
79,38,39012.0
56,101,39000.0
157,61,38858.0
62,103,38851.0
33,34,38808.0
122,148,38804.0
7,78,38695.0
151,149,38692.0
169,125,38685.0
148,143,38427.0
20,38,38362.0
96,101,38228.0
21,165,38228.0
21,48,38217.0
125,133,38129.0
14,113,37883.0
165,148,37792.0
142,143,37655.0
127,64,37573.0
33,2,37378.0
139,157,37165.0
23,79,37162.0
142,163,37057.0
128,158,37021.0
88,81,37002.0
14,41,37000.0
33,147,37000.0
74,162,37000.0
128,133,37000.0
62,121,36913.0
44,114,36905.0
79,161,36860.0
114,143,36809.0
151,137,36457.0
164,155,36174.0
33,11,36173.0
139,91,36041.0
32,151,36000.0
21,142,35913.0
164,75,35888.0
33,85,35678.0
151,121,35677.0
127,160,35355.0
147,96,35306.0
32,78,35228.0
164,2,35160.0
143,78,35119.0
7,142,35077.0
128,41,35000.0
143,147,35000.0
48,34,34899.0
96,144,34819.0
123,122,34796.0
107,6,34787.0
33,124,34679.0
63,113,34536.0
14,21,34469.0
143,4,34457.0
56,4,34164.0
33,77,34089.0
79,142,34014.0
107,151,34006.0
33,122,34000.0
14,6,34000.0
143,74,34000.0
14,74,34000.0
32,73,34000.0
151,164,33960.0
29,120,33835.0
143,21,33748.0
107,93,33692.0
93,128,33681.0
128,92,33460.0
6,121,33453.0
121,33,33399.0
43,33,33232.0
6,151,33214.0
144,73,33194.0
125,128,33088.0
7,160,33065.0
33,114,33028.0
21,151,33000.0
114,57,32941.0
164,103,32922.0
62,2,32917.0
20,62,32875.0
21,19,32816.0
7,123,32805.0
161,73,32803.0
4,142,32707.0
62,89,32667.0
33,32,32653.0
165,4,32648.0
41,14,32572.0
44,162,32545.0
77,57,32474.0
29,116,32445.0
128,71,32409.0
33,120,32140.0
120,101,32087.0
128,78,32069.0
57,6,32000.0
57,56,32000.0
79,101,32000.0
79,128,32000.0
123,164,31971.0
165,162,31952.0
41,6,31940.0
32,137,31915.0
21,123,31822.0
138,160,31666.0
37,73,31625.0
142,171,31617.0
143,49,31556.0
128,89,31530.0
128,127,31503.0
56,92,31437.0
147,160,31393.0
110,133,31291.0
79,89,31172.0
41,148,31169.0
41,81,30873.0
137,11,30855.0
142,6,30637.0
6,142,30622.0
73,157,30436.0
143,156,30380.0
122,88,30175.0
96,14,30138.0
79,21,30090.0
127,23,30089.0
107,114,30083.0
147,121,30007.0
21,133,30000.0
147,29,30000.0
79,151,30000.0
164,148,29990.0
164,9,29977.0
33,127,29859.0
123,147,29849.0
41,128,29824.0
123,33,29776.0
56,34,29774.0
128,44,29749.0
139,133,29621.0
128,64,29515.0
48,33,29469.0
64,157,29406.0
116,113,29395.0
107,133,29178.0
28,143,29092.0
164,156,29050.0
79,6,29000.0
143,125,29000.0
38,7,28975.0
71,41,28844.0
93,79,28817.0
62,53,28714.0
13,62,28638.0
164,77,28486.0
147,127,28421.0
157,8,28397.0
35,57,28389.0
107,161,28257.0
143,32,28154.0
164,110,28151.0
92,128,28150.0
147,91,28096.0
32,36,28016.0
151,81,27927.0
4,165,27902.0
53,6,27700.0
34,168,27656.0
77,107,27559.0
4,120,27447.0
96,62,27444.0
40,64,27398.0
57,64,27391.0
53,114,27382.0
33,44,27311.0
79,23,27218.0
21,155,27085.0
162,56,27068.0
81,110,26956.0
56,77,26926.0
4,164,26889.0
88,114,26884.0
28,169,26880.0
116,0,26841.0
57,49,26661.0
79,93,26599.0
53,79,26598.0
14,2,26569.0
127,143,26553.0
88,44,26552.0
157,64,26448.0
79,32,26361.0
62,120,26313.0
88,14,26229.0
74,115,26186.0
37,134,26104.0
56,149,26046.0
17,33,26032.0
21,113,26027.0
103,49,26007.0
56,41,26000.0
33,64,25913.0
56,138,25891.0
133,103,25813.0
38,20,25689.0
147,32,25688.0
107,64,25681.0
6,73,25644.0
62,156,25574.0
157,23,25533.0
29,77,25504.0
53,107,25495.0
14,161,25474.0
143,75,25372.0
7,75,25241.0
147,88,25216.0
62,13,25195.0
142,79,25179.0
157,78,25162.0
30,33,25151.0
62,88,25123.0
165,123,25027.0
33,4,25014.0
56,74,25000.0
143,133,25000.0
59,103,24998.0
164,82,24965.0
56,88,24918.0
147,82,24867.0
41,164,24840.0
139,57,24834.0
107,125,24818.0
137,33,24760.0
151,116,24734.0
57,77,24667.0
160,13,24601.0
142,104,24582.0
122,114,24545.0
71,93,24544.0
29,48,24462.0
7,32,24424.0
64,79,24422.0
139,71,24362.0
79,20,24333.0
65,50,24318.0
57,127,24313.0
137,121,24257.0
142,107,24250.0
160,138,24229.0
128,156,24228.0
63,17,24172.0
81,73,24166.0
164,44,24064.0
74,2,24062.0
28,162,24003.0
74,101,24000.0
38,62,23933.0
64,1,23871.0
33,91,23821.0
53,88,23784.0
73,133,23711.0
62,116,23692.0
127,122,23667.0
169,96,23642.0
13,92,23642.0
48,120,23540.0
160,7,23528.0
29,65,23515.0
14,49,23496.0
78,164,23460.0
138,107,23333.0
38,71,23319.0
107,77,23269.0
29,155,23184.0
93,143,23076.0
137,73,23073.0
125,110,23063.0
137,125,23057.0
107,138,23016.0
57,142,23009.0
21,147,23000.0
162,114,22974.0
162,6,22933.0
162,157,22929.0
127,125,22896.0
56,75,22885.0
96,149,22859.0
125,29,22856.0
29,82,22828.0
62,82,22822.0
14,77,22768.0
56,169,22539.0
57,71,22508.0
160,92,22473.0
79,103,22345.0
101,33,22302.0
6,133,22225.0
148,33,22212.0
139,20,22172.0
123,49,22100.0
32,161,22095.0
93,122,22092.0
14,101,22000.0
74,143,22000.0
32,147,22000.0
163,84,21996.0
148,122,21964.0
79,149,21946.0
143,39,21887.0
6,137,21873.0
62,149,21871.0
21,96,21869.0
43,57,21849.0
162,44,21833.0
127,78,21819.0
29,36,21647.0
151,11,21592.0
33,84,21583.0
125,79,21581.0
162,160,21545.0
53,92,21522.0
169,137,21472.0
137,81,21453.0
143,142,21449.0
121,62,21429.0
162,96,21400.0
32,65,21347.0
148,157,21323.0
20,139,21282.0
59,14,21242.0
41,64,21200.0
33,144,21196.0
96,85,21177.0
151,27,21128.0
44,14,21107.0
92,44,21062.0
74,124,21030.0
7,73,21000.0
151,49,20931.0
59,73,20904.0
121,162,20863.0
128,21,20837.0
105,96,20740.0
123,3,20663.0
121,169,20610.0
21,80,20540.0
62,169,20528.0
7,23,20524.0
33,83,20511.0
33,145,20476.0
122,23,20467.0
123,156,20448.0
121,73,20377.0
92,107,20368.0
33,168,20306.0
56,120,20220.0
79,4,20180.0
165,57,20162.0
160,126,20151.0
53,33,20145.0
162,93,20121.0
64,23,20069.0
165,101,20003.0
33,56,20000.0
121,107,19989.0
57,78,19929.0
73,49,19918.0
143,89,19900.0
53,73,19796.0
114,157,19698.0
107,123,19641.0
14,123,19611.0
29,47,19571.0
143,161,19523.0
62,110,19510.0
14,75,19455.0
56,89,19404.0
81,162,19384.0
147,139,19365.0
56,82,19305.0
162,121,19235.0
120,33,19232.0
73,84,19176.0
133,73,19172.0
74,64,19151.0
14,114,19072.0
6,62,19069.0
165,21,19062.0
162,123,19055.0
32,7,19000.0
96,116,18967.0
23,127,18953.0
139,107,18946.0
114,7,18920.0
88,79,18880.0
162,113,18852.0
96,115,18846.0
7,161,18803.0
29,2,18736.0
147,40,18686.0
122,78,18683.0
79,138,18636.0
7,20,18636.0
123,78,18634.0
139,156,18628.0
44,143,18626.0
127,57,18625.0
41,127,18593.0
139,49,18552.0
107,78,18473.0
128,23,18465.0
92,14,18448.0
81,79,18256.0
29,113,18248.0
169,164,18214.0
148,71,18212.0
82,76,18054.0
73,106,18030.0
125,157,18009.0
164,56,18000.0
14,133,18000.0
157,5,17976.0
14,44,17904.0
121,164,17904.0
7,77,17889.0
162,148,17875.0
147,113,17856.0
74,89,17789.0
107,142,17774.0
32,47,17703.0
62,40,17615.0
34,33,17577.0
164,63,17498.0
165,164,17481.0
53,49,17419.0
139,148,17401.0
143,34,17390.0
73,164,17369.0
62,85,17322.0
14,142,17312.0
127,41,17261.0
41,143,17194.0
137,110,17189.0
169,81,17161.0
101,65,17140.0
81,21,17134.0
114,56,17131.0
56,83,17129.0
32,148,17088.0
21,128,17000.0
32,14,17000.0
7,147,17000.0
57,101,17000.0
74,54,16976.0
162,41,16968.0
33,103,16954.0
41,147,16929.0
29,137,16916.0
107,101,16905.0
139,122,16901.0
103,79,16894.0
32,169,16882.0
57,96,16877.0
13,88,16843.0
96,2,16825.0
81,57,16782.0
164,12,16758.0
14,103,16698.0
33,42,16655.0
57,161,16632.0
157,40,16595.0
79,169,16582.0
20,7,16581.0
62,168,16573.0
139,127,16549.0
79,40,16538.0
142,164,16537.0
143,77,16510.0
53,128,16502.0
118,125,16485.0
20,49,16461.0
44,122,16397.0
56,11,16394.0
107,71,16323.0
139,41,16261.0
7,96,16251.0
119,21,16233.0
33,3,16213.0
14,78,16186.0
79,91,16101.0
33,65,16045.0
73,162,16011.0
14,81,16000.0
79,125,16000.0
57,81,16000.0
147,101,16000.0
59,107,15911.0
139,64,15863.0
151,142,15808.0
73,151,15796.0
110,142,15793.0
20,157,15786.0
14,32,15763.0
7,34,15745.0
147,84,15734.0
29,96,15720.0
4,19,15659.0
157,149,15643.0
142,110,15605.0
107,32,15605.0
157,162,15596.0
21,65,15528.0
127,82,15518.0
163,73,15462.0
71,139,15462.0
33,23,15446.0
133,89,15407.0
7,44,15396.0
147,149,15375.0
7,124,15375.0
56,113,15271.0
85,133,15205.0
157,160,15175.0
162,29,15121.0
92,53,15109.0
162,98,15076.0
41,160,15057.0
62,48,15054.0
62,20,15038.0
41,33,15013.0
143,128,15000.0
128,29,15000.0
56,29,15000.0
101,36,14998.0
71,148,14963.0
138,20,14906.0
6,81,14873.0
32,139,14843.0
139,138,14817.0
64,40,14813.0
119,143,14788.0
157,158,14732.0
73,142,14717.0
7,91,14665.0
127,156,14652.0
37,143,14630.0
14,149,14622.0
123,75,14518.0
33,48,14499.0
56,137,14482.0
34,36,14481.0
6,162,14474.0
162,7,14463.0
81,29,14396.0
79,75,14393.0
82,161,14374.0
122,49,14329.0
139,23,14325.0
92,162,14303.0
114,151,14294.0
33,10,14257.0
160,107,14234.0
6,11,14225.0
49,157,14208.0
143,113,14171.0
79,160,14170.0
147,37,14166.0
139,78,14162.0
157,128,14144.0
138,64,14137.0
33,123,14104.0
148,41,14006.0
21,73,14000.0
43,14,13996.0
114,41,13989.0
127,116,13963.0
6,79,13961.0
162,125,13952.0
157,91,13950.0
162,142,13949.0
4,48,13928.0
6,169,13852.0
79,1,13826.0
147,75,13825.0
6,116,13823.0
142,57,13792.0
113,73,13790.0
62,10,13777.0
147,145,13732.0
81,116,13724.0
164,111,13675.0
101,50,13646.0
3,113,13620.0
73,75,13556.0
56,110,13548.0
63,62,13540.0
127,103,13520.0
41,20,13472.0
118,81,13453.0
62,144,13421.0
57,138,13412.0
122,53,13410.0
6,161,13322.0
103,156,13314.0
162,138,13286.0
55,47,13273.0
143,127,13243.0
125,162,13220.0
122,113,13209.0
96,57,13171.0
164,91,13157.0
123,133,13132.0
142,7,13121.0
28,157,13074.0
138,14,13053.0
21,64,13037.0
142,159,13006.0
143,41,13000.0
57,133,13000.0
21,6,13000.0
14,151,13000.0
128,139,12956.0
33,166,12954.0
57,91,12945.0
71,38,12936.0
165,56,12922.0
122,33,12905.0
4,119,12876.0
14,64,12865.0
162,161,12816.0
114,148,12793.0
53,14,12791.0
7,89,12790.0
121,137,12787.0
79,44,12780.0
122,139,12739.0
107,56,12737.0
29,84,12730.0
143,139,12727.0
164,11,12724.0
148,123,12694.0
33,47,12667.0
13,14,12552.0
164,108,12482.0
107,49,12456.0
92,57,12455.0
36,73,12411.0
105,137,12411.0
138,147,12380.0
162,133,12306.0
107,21,12302.0
41,38,12295.0
127,56,12277.0
41,23,12224.0
128,138,12208.0
147,23,12189.0
50,65,12182.0
128,169,12175.0
157,79,12152.0
79,96,12141.0
125,116,12125.0
73,85,12117.0
125,149,12093.0
19,33,12088.0
120,168,12055.0
151,105,12053.0
63,164,12047.0
56,13,12041.0
7,103,12014.0
74,128,12000.0
32,157,12000.0
33,61,11996.0
21,10,11994.0
74,120,11981.0
33,102,11946.0
33,39,11932.0
148,127,11913.0
151,57,11904.0
142,95,11904.0
160,33,11888.0
43,123,11867.0
127,138,11808.0
21,78,11784.0
29,50,11768.0
140,125,11765.0
142,121,11757.0
110,109,11753.0
93,7,11750.0
14,160,11728.0
127,126,11711.0
33,54,11710.0
44,56,11698.0
32,96,11658.0
107,121,11656.0
107,96,11648.0
96,10,11644.0
96,79,11639.0
6,49,11639.0
7,120,11622.0
73,96,11611.0
28,123,11600.0
49,84,11595.0
29,85,11580.0
142,77,11571.0
160,41,11537.0
13,160,11525.0
49,91,11524.0
157,49,11492.0
103,149,11474.0
128,126,11472.0
56,166,11431.0
44,79,11424.0
37,97,11293.0
71,21,11230.0
6,143,11197.0
162,116,11174.0
33,100,11164.0
32,155,11159.0
30,103,11153.0
110,107,11132.0
160,166,11128.0
148,73,11118.0
162,21,11111.0
14,84,11096.0
57,75,11091.0
138,88,11090.0
143,119,11081.0
128,27,11079.0
7,113,11065.0
7,48,11063.0
139,128,11061.0
89,162,11039.0
151,14,11009.0
79,29,11000.0
127,2,10992.0
160,14,10978.0
32,44,10967.0
92,56,10951.0
73,11,10947.0
36,169,10941.0
17,73,10937.0
74,48,10915.0
4,29,10896.0
151,85,10878.0
77,114,10878.0
162,78,10841.0
147,89,10808.0
59,142,10802.0
96,100,10797.0
27,33,10789.0
57,121,10764.0
64,33,10718.0
128,114,10687.0
120,48,10683.0
62,124,10680.0
122,38,10674.0
7,156,10667.0
96,110,10643.0
93,44,10643.0
33,139,10612.0
68,33,10605.0
14,82,10596.0
107,160,10573.0
151,78,10564.0
