Source,Target,Y2008
128,150,112334.0
148,162,111866.0
114,107,111462.0
138,7,110717.0
7,128,110000.0
53,56,109782.0
53,147,108889.0
105,151,108695.0
128,57,108000.0
107,73,108000.0
79,14,107915.0
164,168,107558.0
71,62,106841.0
147,41,106127.0
74,151,106000.0
21,168,105998.0
162,147,105530.0
62,93,105441.0
7,64,105332.0
107,148,105000.0
62,77,104680.0
33,78,104400.0
162,143,104284.0
32,74,103000.0
114,44,102977.0
164,120,102689.0
56,6,102513.0
147,78,102479.0
88,62,102396.0
32,4,102031.0
33,79,102000.0
56,71,101815.0
38,49,101334.0
62,114,101182.0
33,143,101000.0
71,127,100122.0
160,157,99007.0
143,122,98816.0
41,71,98801.0
160,122,98472.0
13,128,98402.0
114,164,98239.0
74,14,98000.0
62,78,97574.0
56,125,97000.0
88,53,96909.0
79,122,96665.0
122,13,96302.0
53,62,95466.0
143,157,93633.0
79,139,93562.0
33,75,92898.0
128,14,92000.0
138,57,91652.0
14,93,91587.0
34,168,91528.0
56,21,91117.0
57,93,90926.0
62,96,90890.0
122,92,90686.0
79,148,90485.0
32,107,90000.0
127,79,89354.0
74,157,89000.0
110,74,88712.0
162,128,88677.0
122,138,88353.0
122,107,88291.0
28,33,88236.0
107,143,88000.0
33,57,88000.0
147,137,87604.0
74,79,87000.0
164,4,86993.0
62,75,86802.0
62,151,86000.0
57,2,85864.0
133,49,85767.0
128,53,85172.0
21,125,85000.0
142,143,84877.0
164,50,84848.0
142,33,84500.0
4,32,84327.0
62,38,84063.0
139,38,83900.0
122,127,83834.0
164,142,83814.0
41,139,83252.0
96,14,83000.0
56,73,83000.0
62,125,83000.0
33,74,83000.0
107,157,83000.0
96,62,82000.0
71,162,81569.0
23,64,81191.0
32,62,81000.0
96,6,80817.0
148,107,80339.0
62,23,80178.0
7,2,80029.0
164,117,80014.0
164,137,79831.0
122,162,79580.0
57,157,79000.0
57,7,79000.0
7,33,79000.0
37,79,78683.0
139,7,78088.0
139,2,78044.0
41,57,77491.0
122,143,77335.0
139,62,76487.0
120,101,76033.0
7,101,76000.0
147,160,75893.0
147,123,75876.0
107,41,75368.0
33,121,75345.0
127,81,74658.0
32,6,74423.0
147,6,74296.0
96,121,74057.0
7,157,74000.0
122,71,73836.0
93,162,73630.0
88,56,73600.0
88,92,73425.0
151,74,73338.0
81,169,72786.0
57,41,72657.0
56,53,72650.0
21,96,72588.0
92,62,72396.0
38,139,72204.0
32,162,72000.0
33,107,72000.0
62,92,71574.0
81,6,71297.0
88,107,71243.0
79,73,71128.0
164,147,71000.0
29,107,71000.0
14,164,71000.0
122,14,70867.0
62,32,70793.0
79,78,70739.0
160,62,70425.0
110,121,70417.0
7,161,70335.0
114,79,70267.0
7,29,70000.0
34,48,69171.0
7,49,69089.0
57,128,69000.0
81,137,68832.0
71,138,68756.0
162,122,68693.0
142,62,68162.0
114,81,68150.0
57,156,67553.0
138,127,67162.0
33,82,67109.0
44,57,66248.0
74,62,66000.0
164,128,66000.0
96,74,66000.0
21,34,65945.0
62,113,65462.0
125,96,65437.0
32,161,65366.0
161,75,65299.0
151,161,65163.0
14,73,65000.0
14,157,65000.0
128,149,64907.0
127,62,64864.0
162,74,64790.0
81,74,64420.0
148,164,64308.0
23,157,64036.0
56,121,64035.0
147,142,63664.0
122,44,63633.0
29,78,63396.0
169,33,63161.0
79,107,63059.0
73,144,63028.0
93,14,62681.0
164,64,62657.0
56,161,62607.0
57,103,62453.0
21,120,62051.0
127,149,62019.0
56,101,62000.0
59,79,61822.0
7,6,61786.0
21,48,61577.0
164,161,61339.0
164,123,61325.0
123,162,61289.0
32,21,61021.0
14,122,61000.0
57,44,61000.0
143,64,60961.0
81,121,60696.0
79,101,60568.0
87,151,60390.0
79,128,60378.0
33,64,60334.0
143,101,60161.0
33,101,60000.0
21,122,60000.0
63,113,59987.0
128,92,59307.0
29,161,59286.0
79,71,59220.0
74,121,59208.0
21,47,59032.0
123,79,58870.0
6,96,58809.0
143,14,58807.0
79,127,58504.0
41,162,58174.0
74,57,58000.0
160,71,57940.0
92,122,57893.0
127,33,57732.0
56,156,57729.0
29,34,57467.0
14,147,57000.0
62,74,57000.0
29,110,56762.0
21,123,56640.0
71,122,56353.0
79,49,56286.0
107,164,56000.0
148,157,55901.0
56,77,55823.0
56,96,55746.0
56,142,55333.0
162,56,55271.0
6,125,55065.0
21,7,55000.0
128,86,54702.0
48,164,54680.0
6,74,54642.0
96,49,54599.0
157,61,54482.0
125,137,54481.0
142,73,54381.0
74,116,54345.0
71,41,54320.0
51,33,54014.0
160,79,53938.0
147,21,53868.0
110,169,53645.0
128,71,53486.0
162,79,53325.0
33,127,53235.0
57,64,53188.0
71,93,53148.0
62,4,52764.0
127,161,52548.0
147,156,52446.0
33,77,52305.0
32,133,52000.0
32,14,52000.0
73,161,51901.0
33,160,51857.0
21,119,51619.0
62,49,51600.0
44,107,51464.0
96,142,51334.0
33,113,51321.0
37,73,51316.0
125,151,51239.0
147,53,51198.0
143,128,51170.0
20,38,51070.0
57,29,51000.0
20,79,50689.0
62,34,50619.0
7,78,50481.0
79,6,50403.0
41,14,50373.0
56,41,49918.0
56,103,49595.0
148,14,49588.0
81,62,49416.0
148,143,49223.0
96,79,49000.0
107,147,49000.0
92,88,48980.0
127,64,48938.0
44,162,48884.0
77,33,48326.0
74,29,48000.0
128,74,48000.0
14,128,48000.0
29,48,47985.0
114,122,47975.0
7,21,47956.0
128,64,47910.0
32,48,47579.0
93,107,47525.0
23,79,47455.0
21,49,47453.0
164,80,47443.0
114,57,47355.0
147,161,47352.0
151,137,47335.0
142,84,47267.0
142,113,47215.0
107,93,47133.0
56,92,47052.0
148,127,47020.0
92,147,46972.0
143,7,46413.0
33,124,46385.0
7,160,46141.0
74,49,46049.0
107,128,46000.0
114,33,45967.0
110,96,45913.0
41,127,45755.0
77,62,45728.0
44,114,45727.0
88,57,45477.0
59,73,45389.0
14,148,45000.0
56,32,44500.0
79,38,44448.0
122,88,44446.0
77,107,44373.0
79,41,44256.0
118,73,44015.0
110,151,44005.0
107,133,44000.0
121,81,43873.0
4,142,43844.0
147,96,43826.0
53,57,43823.0
87,33,43771.0
143,148,43573.0
62,137,43421.0
21,19,43298.0
127,133,43176.0
128,7,43000.0
162,98,42885.0
157,23,42880.0
13,122,42798.0
164,155,42796.0
157,160,42692.0
107,161,42643.0
74,142,42598.0
128,41,42595.0
79,156,42479.0
7,142,42424.0
161,96,42410.0
33,149,42407.0
137,125,42318.0
21,165,42278.0
33,142,42161.0
56,151,42000.0
93,79,41961.0
143,156,41947.0
21,6,41760.0
79,74,41454.0
164,89,41368.0
138,160,41314.0
53,162,41264.0
74,21,41214.0
29,77,41211.0
125,29,41057.0
57,147,41000.0
147,29,41000.0
123,78,40973.0
21,169,40922.0
43,57,40742.0
151,133,40590.0
164,77,40580.0
128,0,40577.0
105,96,40200.0
151,6,40157.0
88,122,40146.0
164,9,40119.0
147,116,40043.0
147,101,40000.0
96,169,39883.0
62,88,39740.0
139,91,39611.0
37,143,39156.0
127,89,39044.0
143,49,39037.0
128,44,39000.0
79,123,38889.0
123,122,38670.0
13,56,38662.0
29,121,38539.0
33,110,38537.0
56,4,38352.0
79,2,38245.0
4,164,38222.0
137,6,38151.0
14,44,38000.0
107,74,38000.0
7,133,38000.0
157,8,37855.0
157,64,37758.0
162,44,37739.0
114,143,37673.0
142,151,37486.0
79,161,37368.0
147,91,37292.0
6,164,37192.0
125,142,37071.0
74,162,37000.0
7,44,37000.0
162,6,36933.0
33,21,36882.0
165,148,36829.0
4,33,36537.0
33,114,36505.0
147,138,36462.0
14,77,36419.0
57,21,36272.0
32,36,36194.0
107,151,36000.0
56,74,36000.0
128,78,35995.0
41,107,35984.0
110,161,35952.0
74,110,35879.0
7,123,35778.0
143,4,35752.0
138,139,35650.0
82,133,35347.0
71,38,35138.0
62,2,35127.0
74,144,35079.0
21,157,35000.0
57,125,35000.0
57,73,35000.0
96,133,35000.0
56,75,34868.0
29,65,34854.0
29,11,34764.0
53,79,34394.0
93,128,34316.0
7,23,34291.0
164,113,34190.0
38,20,34179.0
41,143,34168.0
29,85,34112.0
33,122,34000.0
21,74,34000.0
79,81,33926.0
74,124,33899.0
57,77,33881.0
6,151,33872.0
92,56,33671.0
147,121,33652.0
143,21,33574.0
123,103,33416.0
14,6,33412.0
142,125,33291.0
139,20,33284.0
127,23,33269.0
57,49,33265.0
142,164,33237.0
33,85,33217.0
14,161,33184.0
29,120,33132.0
114,77,33081.0
128,156,33024.0
164,44,33000.0
77,57,32962.0
162,96,32939.0
28,62,32918.0
33,116,32615.0
125,6,32572.0
73,11,32561.0
96,82,32511.0
144,73,32444.0
41,160,32405.0
34,120,32399.0
164,41,32346.0
33,23,32296.0
161,115,32264.0
41,64,32188.0
53,128,32179.0
64,79,32171.0
7,75,32147.0
148,33,32022.0
33,147,32000.0
164,148,32000.0
147,125,32000.0
21,148,32000.0
53,122,31988.0
101,36,31906.0
107,6,31826.0
93,143,31801.0
123,107,31794.0
21,155,31770.0
14,2,31688.0
41,128,31658.0
157,162,31618.0
44,14,31606.0
29,116,31540.0
93,122,31521.0
147,92,31481.0
162,49,31468.0
79,29,31398.0
114,21,31395.0
142,7,31189.0
28,164,31148.0
162,148,31072.0
122,114,31071.0
57,71,31002.0
21,147,31000.0
32,147,31000.0
143,161,30977.0
79,125,30951.0
122,148,30895.0
32,65,30880.0
41,6,30837.0
29,82,30763.0
64,1,30728.0
127,7,30680.0
127,143,30675.0
157,78,30674.0
21,137,30638.0
62,149,30604.0
62,120,30592.0
79,89,30584.0
21,142,30574.0
62,116,30384.0
6,121,30355.0
164,75,30282.0
164,160,30271.0
33,34,30237.0
20,139,30229.0
147,85,30138.0
128,89,30067.0
139,49,30046.0
164,116,30030.0
32,29,30000.0
7,147,30000.0
96,101,30000.0
21,44,30000.0
147,113,29900.0
123,157,29745.0
62,168,29739.0
147,127,29680.0
73,113,29534.0
32,78,29461.0
122,56,29434.0
62,121,29422.0
33,120,29412.0
143,78,29362.0
96,144,29172.0
63,164,29147.0
110,133,29113.0
103,79,29103.0
160,126,29061.0
138,128,29056.0
37,134,29041.0
107,81,29000.0
41,148,28973.0
107,77,28971.0
142,14,28953.0
128,116,28917.0
81,101,28890.0
14,41,28867.0
151,121,28841.0
165,4,28648.0
142,171,28644.0
35,57,28615.0
164,103,28555.0
128,77,28532.0
142,6,28528.0
151,73,28518.0
142,163,28493.0
33,123,28455.0
28,57,28332.0
33,89,28328.0
133,161,28259.0
40,64,28247.0
23,127,28228.0
79,103,28226.0
33,145,28217.0
79,142,28211.0
43,14,28196.0
14,49,28125.0
147,88,28027.0
38,7,28009.0
21,133,28000.0
79,23,27978.0
63,62,27852.0
56,34,27831.0
160,138,27827.0
92,128,27779.0
157,5,27654.0
57,6,27652.0
88,14,27560.0
161,73,27515.0
48,34,27501.0
88,81,27444.0
57,161,27315.0
79,21,27261.0
41,164,27254.0
107,64,27217.0
21,113,27171.0
125,128,27142.0
128,127,27107.0
137,33,27081.0
59,157,27039.0
62,53,27003.0
14,74,27000.0
122,157,26947.0
151,116,26917.0
56,149,26869.0
53,107,26855.0
169,164,26686.0
56,138,26684.0
4,165,26605.0
33,166,26603.0
162,157,26582.0
139,127,26515.0
128,158,26387.0
143,77,26295.0
56,123,26179.0
92,107,26178.0
119,21,26168.0
32,139,26126.0
29,155,26100.0
147,40,26029.0
73,164,26026.0
142,110,26023.0
77,147,26009.0
32,157,26000.0
62,156,25837.0
138,147,25751.0
6,142,25685.0
29,2,25660.0
104,33,25409.0
79,138,25367.0
56,88,25224.0
33,32,25113.0
138,64,25110.0
71,139,25083.0
29,148,25000.0
57,56,25000.0
32,44,25000.0
33,2,24896.0
107,138,24871.0
147,145,24866.0
164,110,24675.0
160,92,24609.0
56,89,24310.0
138,162,24292.0
43,123,24283.0
35,79,24268.0
139,64,24264.0
63,79,24239.0
20,62,24220.0
120,164,24199.0
38,71,24134.0
78,157,24121.0
128,42,24118.0
162,125,24112.0
79,20,24039.0
62,85,23950.0
139,122,23940.0
164,82,23874.0
139,71,23827.0
107,114,23788.0
74,64,23595.0
142,79,23530.0
147,82,23515.0
29,149,23465.0
16,113,23354.0
56,82,23316.0
157,76,23233.0
128,23,23229.0
32,49,23157.0
62,13,23138.0
7,20,23001.0
32,151,23000.0
7,73,23000.0
74,101,23000.0
137,73,22919.0
162,160,22898.0
157,128,22891.0
138,23,22888.0
13,62,22871.0
127,57,22819.0
81,110,22760.0
64,23,22712.0
81,162,22621.0
21,103,22599.0
125,110,22573.0
21,39,22555.0
165,162,22517.0
21,80,22388.0
62,110,22305.0
57,78,22281.0
162,161,22228.0
33,3,22151.0
7,113,22137.0
139,57,22101.0
88,44,22008.0
57,81,22000.0
57,151,22000.0
53,88,21990.0
151,164,21949.0
107,71,21934.0
92,53,21907.0
121,33,21843.0
138,143,21811.0
38,62,21793.0
81,107,21654.0
137,11,21604.0
160,23,21464.0
137,121,21460.0
121,164,21443.0
122,23,21417.0
65,50,21387.0
114,73,21350.0
138,157,21342.0
62,82,21314.0
29,96,21287.0
162,93,21275.0
147,37,21268.0
7,124,21186.0
56,137,21173.0
79,133,21164.0
37,164,21163.0
114,148,21114.0
101,33,21099.0
53,114,21055.0
160,13,21032.0
127,82,21028.0
29,128,21000.0
128,133,21000.0
13,92,20979.0
79,40,20973.0
7,92,20966.0
107,123,20940.0
139,157,20897.0
161,74,20894.0
41,147,20877.0
143,147,20834.0
121,73,20807.0
74,115,20775.0
148,41,20758.0
127,71,20741.0
122,78,20726.0
29,169,20704.0
114,157,20703.0
121,107,20647.0
62,89,20624.0
107,78,20618.0
142,104,20546.0
48,120,20536.0
137,81,20389.0
127,160,20382.0
62,40,20378.0
30,33,20296.0
56,127,20294.0
7,32,20273.0
20,7,20162.0
59,107,20160.0
6,137,20066.0
64,40,20047.0
74,107,20000.0
164,56,20000.0
107,21,19973.0
6,169,19919.0
56,120,19880.0
59,62,19833.0
93,41,19789.0
122,83,19754.0
28,157,19743.0
118,81,19741.0
53,92,19672.0
73,49,19592.0
157,40,19582.0
14,21,19542.0
56,83,19502.0
160,127,19482.0
37,57,19396.0
14,114,19396.0
81,73,19389.0
125,79,19350.0
88,79,19323.0
163,84,19323.0
160,107,19318.0
138,107,19301.0
123,156,19207.0
121,137,19170.0
29,84,19159.0
14,113,19031.0
21,128,19000.0
128,169,18976.0
74,54,18945.0
41,38,18918.0
139,41,18858.0
29,32,18811.0
121,169,18802.0
139,133,18789.0
142,107,18696.0
7,96,18695.0
123,64,18628.0
103,157,18588.0
125,162,18571.0
148,77,18522.0
41,23,18448.0
33,83,18413.0
143,34,18356.0
63,57,18350.0
6,73,18335.0
84,159,18326.0
37,162,18311.0
148,151,18248.0
147,139,18189.0
125,116,18158.0
128,138,18151.0
79,32,18137.0
14,160,18064.0
37,62,18044.0
162,78,18016.0
164,111,18010.0
162,123,18007.0
143,73,17937.0
44,122,17930.0
14,123,17924.0
57,138,17917.0
79,147,17891.0
20,49,17875.0
107,142,17870.0
88,114,17868.0
33,84,17866.0
14,103,17861.0
96,124,17856.0
59,142,17817.0
165,164,17804.0
148,122,17798.0
7,34,17751.0
128,161,17748.0
74,89,17727.0
81,57,17720.0
139,156,17631.0
148,71,17606.0
77,114,17582.0
63,14,17573.0
41,20,17538.0
143,29,17489.0
151,75,17466.0
82,76,17451.0
88,128,17419.0
79,4,17401.0
164,2,17389.0
151,81,17386.0
57,142,17364.0
79,91,17346.0
79,93,17290.0
44,143,17235.0
32,47,17210.0
21,78,17207.0
142,172,17200.0
78,49,17192.0
103,156,17187.0
105,137,17186.0
139,162,17157.0
113,73,17100.0
139,148,17081.0
147,75,17067.0
116,0,17065.0
13,14,17049.0
62,103,17043.0
160,7,17009.0
33,56,17000.0
107,56,17000.0
56,29,17000.0
128,96,16969.0
142,57,16962.0
122,38,16926.0
162,142,16887.0
151,27,16880.0
56,72,16820.0
33,144,16811.0
21,75,16796.0
92,44,16783.0
128,113,16782.0
79,1,16756.0
162,114,16748.0
157,127,16711.0
33,88,16674.0
79,149,16669.0
101,65,16589.0
79,75,16507.0
14,78,16504.0
7,120,16469.0
29,123,16420.0
21,161,16413.0
57,139,16411.0
127,122,16410.0
164,12,16373.0
143,32,16354.0
4,79,16279.0
81,79,16258.0
57,127,16241.0
162,71,16220.0
148,44,16214.0
78,14,16173.0
138,20,16160.0
73,84,16146.0
142,95,16144.0
21,77,16088.0
138,14,16047.0
143,160,16041.0
7,103,16025.0
14,81,16000.0
32,148,16000.0
96,157,16000.0
165,101,15990.0
33,168,15966.0
14,96,15931.0
56,116,15890.0
13,88,15883.0
53,49,15843.0
143,142,15820.0
29,89,15800.0
56,110,15771.0
139,143,15765.0
128,126,15727.0
101,50,15716.0
107,137,15681.0
147,38,15637.0
73,162,15625.0
92,114,15607.0
79,160,15597.0
62,20,15592.0
21,65,15579.0
92,14,15562.0
162,137,15556.0
64,107,15478.0
4,119,15430.0
96,116,15414.0
29,137,15393.0
62,124,15392.0
162,41,15377.0
64,157,15297.0
148,29,15297.0
96,100,15269.0
4,120,15254.0
96,2,15205.0
81,29,15131.0
77,73,15119.0
92,57,15071.0
160,14,15062.0
56,169,15059.0
128,82,15052.0
138,44,15017.0
33,44,15000.0
139,23,14987.0
33,61,14962.0
114,56,14945.0
122,33,14938.0
33,4,14903.0
33,11,14870.0
162,7,14869.0
143,41,14854.0
153,73,14799.0
14,127,14792.0
28,123,14781.0
107,116,14776.0
89,76,14749.0
157,149,14740.0
103,107,14726.0
71,148,14688.0
114,161,14685.0
137,110,14635.0
148,64,14616.0
123,3,14573.0
53,73,14557.0
4,19,14536.0
33,47,14511.0
160,83,14446.0
107,96,14441.0
88,125,14423.0
139,73,14408.0
62,169,14393.0
157,79,14327.0
74,139,14311.0
7,89,14300.0
122,73,14297.0
66,33,14292.0
160,41,14279.0
41,92,14245.0
59,64,14226.0
122,113,14217.0
107,113,14181.0
41,116,14169.0
148,74,14161.0
68,33,14137.0
37,64,14100.0
143,114,14077.0
32,169,14015.0
21,151,14000.0
29,56,14000.0
57,133,14000.0
71,160,13955.0
164,156,13943.0
121,96,13877.0
33,48,13875.0
138,38,13868.0
93,44,13861.0
32,115,13858.0
37,14,13840.0
56,113,13821.0
133,89,13820.0
162,121,13820.0
89,162,13813.0
96,85,13810.0
160,143,13804.0
164,144,13795.0
139,138,13790.0
162,138,13777.0
162,151,13697.0
79,151,13647.0
107,49,13638.0
162,116,13637.0
74,114,13626.0
160,53,13623.0
29,114,13612.0
110,116,13611.0
53,44,13607.0
29,113,13538.0
139,107,13534.0
160,57,13503.0
133,116,13496.0
147,149,13474.0
165,169,13399.0
14,156,13375.0
41,81,13368.0
139,78,13285.0
35,164,13241.0
21,70,13211.0
93,164,13149.0
21,36,13109.0
162,84,13108.0
81,21,13066.0
93,7,13066.0
7,114,13034.0
56,139,13027.0
57,74,13000.0
128,29,13000.0
32,73,13000.0
57,89,12982.0
151,11,12957.0
7,77,12932.0
143,81,12896.0
35,157,12892.0
148,139,12891.0
123,147,12884.0
162,81,12873.0
107,103,12863.0
125,121,12863.0
78,82,12859.0
143,127,12802.0
13,160,12720.0
164,114,12712.0
33,38,12673.0
6,62,12665.0
74,100,12664.0
93,77,12626.0
127,78,12609.0
162,83,12593.0
120,33,12470.0
57,96,12458.0
4,57,12444.0
137,107,12436.0
56,11,12408.0
162,29,12358.0
14,142,12337.0
142,133,12320.0
147,72,12309.0
151,57,12305.0
88,166,12285.0
28,134,12277.0
73,106,12275.0
147,84,12230.0
19,164,12230.0
107,92,12226.0
73,157,12186.0
165,32,12153.0
71,64,12128.0
169,96,12101.0
164,69,12097.0
123,33,12094.0
128,21,12057.0
62,172,12010.0
14,29,12000.0
128,151,12000.0
128,143,12000.0
96,57,12000.0
164,7,12000.0
92,13,11998.0
21,64,11993.0
14,64,11979.0
30,79,11964.0
56,23,11953.0
107,127,11880.0
28,14,11788.0
6,81,11760.0
164,108,11759.0
6,116,11738.0
33,54,11736.0
33,65,11724.0
33,39,11639.0
123,41,11636.0
14,75,11630.0
151,85,11616.0
127,41,11582.0
125,157,11566.0
143,89,11566.0
29,50,11557.0
141,161,11552.0
65,164,11545.0
143,139,11540.0
123,14,11536.0
33,42,11511.0
133,145,11493.0
133,73,11493.0
172,142,11479.0
123,7,11473.0
48,101,11469.0
13,166,11461.0
88,143,11455.0
107,160,11446.0
127,85,11408.0
143,56,11362.0
32,19,11347.0
137,144,11324.0
7,121,11316.0
41,44,11315.0
79,44,11313.0
114,7,11308.0
128,144,11287.0
162,21,11256.0
162,133,11249.0
7,4,11249.0
127,126,11246.0
147,144,11218.0
107,75,11177.0
148,142,11127.0
6,79,11111.0
7,156,11102.0
7,91,11073.0
35,123,11071.0
79,169,11060.0
107,156,11035.0
74,128,11000.0
96,44,11000.0
33,91,10937.0
28,156,10934.0
122,53,10922.0
68,73,10908.0
49,84,10898.0
92,160,10895.0
